segmento,t_inicio,t_fin,a_x,b_x,c_x,d_x,a_y,b_y,c_y,d_y
487,0.20241566,0.20283215,59413217.01388178,-30591.76193945,-215.29135089,11.02816336,205417878.14637026,-119697.58370831,-177.32167997,57.21491946
488,0.20283215,0.20324865,-79774309.06051505,43643.82783216,-209.85525514,10.93748181,-232359273.84889337,136967.82005643,-170.12874521,57.13514363
489,0.20324865,0.20366514,51057835.45447212,-56032.52667910,-215.01506308,10.85188578,194362201.94196379,-153360.30220374,-176.95610138,57.07125810
490,0.20366514,0.20408163,-15903571.28172203,7763.18609200,-235.11891172,10.75630252,-147846772.43862110,89491.26207194,-203.55711768,56.98499643
491,0.20408163,0.20449813,54960145.56157384,-12107.99834996,-236.92849616,10.65857477,199525661.76570794,-95240.23202046,-205.95152415,56.90505845
492,0.20449813,0.20491462,-95383549.48890205,56563.57044834,-218.41305589,10.56176608,-253013113.14367840,154062.96885299,-181.45225850,56.81717532
493,0.20491462,0.20533111,117947868.62032601,-62616.20817169,-220.93393791,10.47371920,282869775.50156850,-162071.69979799,-184.78783990,56.75004687
494,0.20533111,0.20574761,-135554932.34311554,84757.22200781,-211.71235780,10.37936137,-306167095.20436138,191368.25293201,-172.58602685,56.66540666
495,0.20574761,0.20616410,94371106.73587424,-84615.87129886,-211.65348620,10.29609365,251673468.84572670,-191181.22045952,-172.50812911,56.60460191
496,0.20616410,0.20658059,-58745528.36008514,33298.88097420,-233.02666001,10.20008149,-204534405.67514449,123279.59025985,-200.78869146,56.51777272
497,0.20658059,0.20699708,70220871.52885661,-40102.44558983,-235.86029792,10.10455951,219718353.57984504,-132281.93286610,-204.53810529,56.44075337
498,0.20699708,0.20741358,-96623017.92401528,47637.08568321,-232.72217210,10.00444217,-254653153.29518065,142251.62012830,-200.38579906,56.34849230
499,0.20741358,0.20783007,124606494.74900047,-73091.38319311,-243.32371209,9.90879764,291680338.16297549,-175932.24488025,-214.41354781,56.27131080
500,0.20783007,0.20824656,-143988490.06703401,82601.86305721,-239.36266258,9.80377860,-317326211.83007562,188516.32425301,-209.17236523,56.17256388
501,0.20824656,0.20866306,138408189.85845724,-97308.78675582,-245.48799524,9.70801153,309942466.55632740,-207976.23530142,-217.27728445,56.09522024
502,0.20866306,0.20907955,-143349059.18406892,75629.39299236,-254.51731375,9.59888731,-316480119.93379676,179290.48675981,-229.22470159,55.99104143
503,0.20907955,0.20949604,130529510.39491120,-103482.30111517,-266.11785858,9.49564514,299517517.51199597,-216144.89841360,-244.57431077,55.90380688
504,0.20949604,0.20991254,-103993033.03503503,59611.63107339,-284.38969117,9.37628861,-264404868.71805790,158096.06474176,-268.75125108,55.78608889
505,0.20991254,0.21032903,119220133.86052632,-70325.51974089,-288.85195217,9.26066963,284552676.72542584,-172272.36764231,-274.65558381,55.68247759
506,0.21032903,0.21074552,-147299840.27784500,78637.57962670,-285.39003635,9.13677903,-321705729.00774932,183270.33547152,-270.07500579,55.55876019
507,0.21074552,0.21116202,190962908.30143607,-105410.53400658,-296.54078786,9.02091496,379474384.44237262,-218694.34050650,-284.82886045,55.45482460
508,0.21116202,0.21157851,-250183860.44721559,133193.68294649,-284.96929726,8.89291918,-457814020.47355020,255451.07945483,-269.51993127,55.32567531
509,0.21157851,0.21199500,288207074.05290967,-179405.89278929,-304.21636508,8.77926088,508049600.26252717,-316578.10064538,-294.97891553,55.22465835
510,0.21199500,0.21241150,-329346467.34541851,180702.90444467,-303.67616864,8.64225822,-562200847.08713782,318219.40072390,-294.29532532,55.08359133
511,0.21241150,0.21282799,403300244.00726527,-230808.71656167,-324.54489505,8.52333059,658996663.60264540,-384238.96714838,-321.79202104,54.97560209
512,0.21282799,0.21324448,-478184286.79295146,273106.62372231,-306.92810739,8.37725976,-754131887.82945144,439163.77787785,-298.91621483,54.82253627
513,0.21324448,0.21366097,432383027.58398652,-324374.78418223,-328.28094390,8.26225350,678787466.31730187,-503108.46847295,-325.54873902,54.71973570
514,0.21366097,0.21407747,-443981453.81622785,215878.89459824,-373.46873632,8.10049722,-639119748.55774200,345022.47652990,-391.39046828,54.54591519
515,0.21407747,0.21449396,259704320.75782067,-338866.77864154,-424.69234483,7.95032121,365027001.14569306,-453544.47293836,-436.58913400,54.39657872
516,0.21449396,0.21491045,-78358813.28655866,-14371.58402537,-571.81369538,7.73342075,-204925329.32178453,2549.23944692,-624.42554945,54.16243989
517,0.21491045,0.21532695,48642488.88130286,-112279.30574952,-624.56292061,7.48711005,216777521.13011751,-253500.73471609,-728.94512266,53.88800778
518,0.21532695,0.21574344,187399320.32706678,-51501.51872582,-692.77650848,7.21102148,103124745.73335430,17358.30876177,-827.29682027,53.55609492
519,0.21574344,0.21615993,-235966762.70190895,182650.06852167,-638.15403876,6.92709019,-189391864.23262346,146210.55249358,-759.17151362,53.22199308
520,0.21615993,0.21657643,185713983.81499988,-112185.53668687,-608.80604549,6.67593906,113564148.95574404,-90430.67728479,-735.93957892,52.91748289
521,0.21657643,0.21699292,-109142505.11970399,119860.25733438,-605.60957708,6.41633248,-20235008.41918884,51465.38555038,-752.16835516,52.60348715
522,0.21699292,0.21740941,77848957.43709570,-16511.05268607,-562.56534358,6.17700671,-24769032.42431038,26182.15970383,-719.82868616,52.29767979
523,0.21740941,0.21782591,8069006.98032149,80759.61466557,-535.80625904,5.94546240,138387767.90433022,-4766.23566182,-710.90910097,52.00062832
524,0.21782591,0.21824240,-95707728.75572178,90841.67253353,-464.33550219,5.73689483,-250487675.21707281,168146.42727569,-642.86237394,51.71371096
525,0.21824240,0.21865889,184793350.45952961,-28743.16139699,-438.47189905,5.55234562,375425641.31336051,-144832.75875148,-633.15239121,51.45703384
526,0.21865889,0.21907539,-279641962.35445595,202152.32022674,-366.24817609,5.37808999,-488149698.49107212,324253.84014067,-558.42474382,51.19533020
527,0.21907539,0.21949188,248530773.39182687,-147254.54652187,-343.38363061,5.24041334,456140613.89609599,-285679.14422971,-542.35864806,50.98372966
528,0.21949188,0.21990837,-283659580.98027617,163279.53101893,-336.70933469,5.08980844,-462254250.89671981,284259.14885161,-542.95006638,50.74124032
529,0.21990837,0.22032486,196623455.37389138,-191147.26737376,-348.31605537,4.95740112,288676171.33742958,-293318.00762078,-546.72301880,50.53101802
530,0.22032486,0.22074136,53502249.54870290,54529.68644617,-405.21633897,4.79337780,26850724.04784692,67376.91699907,-640.82593035,50.27328695
531,0.22074136,0.22115785,-121439247.60596494,121379.64423297,-331.95131162,4.63793246,-30256637.46540975,100926.34313132,-570.72877911,50.02001490
532,0.22115785,0.22157434,216843965.75923049,-30356.19200938,-294.04066929,4.51195863,135695549.47194245,63121.29840153,-502.40406377,49.79763165
533,0.22157434,0.22199084,-384657126.45692563,240585.87266272,-206.48145203,4.39989339,-375622687.82240140,232670.08991167,-379.20898325,49.60913693
534,0.22199084,0.22240733,391447452.26391447,-240035.27659623,-206.25213255,4.32783832,389398463.82492924,-236662.71453113,-380.87188397,49.46442162
535,0.22240733,0.22282382,-350020243.17455339,249070.24476645,-202.48913039,4.22857878,-335866528.61788571,249882.63801982,-375.36587668,49.29287115
536,0.22282382,0.22324032,286922616.40357894,-188272.83291936,-177.16742617,4.16216067,252720967.24188572,-169775.66512621,-342.00187298,49.15561456
537,0.22324032,0.22365681,-256599062.89631012,170231.06096268,-184.68170020,4.07644210,-212689606.64943290,145993.97324350,-351.90678422,49.00198122
538,0.22365681,0.22407330,243350393.28043002,-150384.17797481,-176.41560983,4.01051416,195183924.40818506,-119757.30536886,-340.97939235,48.86537321
539,0.22407330,0.22448980,-201173568.21534243,153677.12141766,-175.04412151,3.92853313,-139382998.08650160,124120.98418740,-339.16195011,48.71668533
540,0.22448980,0.22490629,178014468.74446699,-97685.10459068,-151.72383129,3.86775199,108741107.21883474,-50035.19834467,-308.30572943,48.58688746
541,0.22490629,0.22532278,-193704661.51296806,124740.30408630,-140.45552663,3.80047608,-129502536.15874620,85834.57327404,-293.39553579,48.45765709
542,0.22532278,0.22573928,204994027.29312760,-117289.67697946,-137.35239164,3.74962088,144440529.76243618,-75976.17577895,-289.28958099,48.34099304
543,0.22573928,0.22615577,-193753749.59188849,138846.13388243,-128.37427548,3.68687905,-129567649.95182179,104499.28831406,-277.40990063,48.21776208
544,0.22615577,0.22657226,169730081.88231751,-103245.18172591,-113.54672356,3.64349896,97780015.45689872,-57392.81908096,-257.79037992,48.11098894
545,0.22657226,0.22698875,-184948411.04339138,108829.05636112,-111.22107815,3.59056054,-117916611.11477184,64781.29435957,-254.71313074,48.00072966
546,0.22698875,0.22740525,161291933.92134920,-122260.17026535,-116.81504479,3.54975384,86614827.47972302,-82553.08021115,-262.11495741,47.89736158
547,0.22740525,0.22782174,-110812870.51676682,79270.77590877,-134.71983211,3.49154609,-19821925.82309824,25670.36103798,-285.80621904,47.78013002
548,0.22782174,0.22823823,115737060.26090106,-59187.62123837,-126.35533620,3.44118107,26337516.61621736,903.27337897,-274.73848293,47.66411456
549,0.22823823,0.22865473,-135028447.57526979,85423.44947496,-115.42829404,3.38664959,-51863499.83824798,33811.45740590,-260.28003612,47.55174738
550,0.22865473,0.22907122,128398932.73503231,-83291.81196852,-114.54048166,3.34363713,43091455.44260447,-30990.91640282,-259.10530018,47.44546067
551,0.22907122,0.22948771,-103791334.00426653,77140.00735889,-117.10266601,3.29075998,-10531161.97420067,22850.96878161,-262.49553242,47.33528246
552,0.22948771,0.22990421,112063176.21942897,-52545.12467476,-106.85906639,3.24787006,21476286.32292596,9692.49900959,-248.94140173,47.22915790
553,0.22990421,0.23032070,-135835187.09967846,87475.50367106,-92.31080358,3.20234547,-52930889.44817171,36526.67600617,-229.69143296,47.12870846
554,0.23032070,0.23073719,126819035.69631399,-82247.76217610,-90.13348518,3.16925895,41000697.24086095,-29609.37911441,-226.81042634,47.03555558
555,0.23073719,0.23115369,-105145745.50273752,76210.00837323,-92.64816814,3.12661412,-12322286.49208785,21620.14680087,-230.13788670,46.93891656
556,0.23115369,0.23157018,110579980.07417467,-55167.43290465,-83.88408007,3.09365015,19509995.66276072,6223.70387032,-218.54111424,46.84592583
557,0.23157018,0.23198667,-137028730.19795170,82999.97243585,-72.29201862,3.05713244,-54496149.22520133,30601.04122487,-203.20386097,46.75739411
558,0.23198667,0.23240317,124595665.05683394,-88214.60090603,-74.46387555,3.03152103,38006480.07520038,-37490.77371707,-206.07338721,46.67413214
559,0.23240317,0.23281966,-103539459.02433516,67465.11386720,-83.10589430,2.99420680,-10001704.98652251,9997.53957972,-217.52413029,46.58454647
560,0.23281966,0.23323615,97897465.62225470,-61905.30557178,-80.79027236,2.96381622,2000339.87085581,-2499.38460169,-214.40120027,46.49496081
561,0.23323615,0.23365264,-96385698.04647157,60415.55942895,-81.41074139,2.92650199,2000345.50273806,-0.00117288,-215.44217727,46.40537514
562,0.23365264,0.23406914,95980621.14538796,-60016.38315305,-81.24448721,2.89611142,-10001721.88124728,2499.38929285,-214.40119929,46.31578947
563,0.23406914,0.23448563,-95872081.11687960,59909.42419229,-81.28903488,2.85879718,38006542.02169573,-9997.55599817,-217.52413419,46.22620381
564,0.23448563,0.23490212,95842997.90388811,-59880.76462513,-81.27709837,2.82840661,-54496380.11612012,37490.83469949,-206.07337255,46.13661814
565,0.23490212,0.23531862,-95835205.08045930,59873.08531726,-81.28029675,2.79109238,19510857.27954106,-30601.26873590,-203.20391568,46.05335617
566,0.23531862,0.23573511,95833116.99970591,-59871.02765291,-81.27943975,2.76070180,-12325502.06736278,-6222.85480894,-218.54091007,45.96482445
567,0.23573511,0.23615160,-95832557.50016426,59870.47630341,-81.27966938,2.72338757,41012697.92376494,-21623.31553451,-230.13864866,45.87183372
568,0.23615160,0.23656810,95832407.58270767,-59870.32856976,-81.27960785,2.69299699,-52975676.60345981,29621.20498664,-226.80758266,45.77519470
569,0.23656810,0.23698459,-95832367.41245422,59870.28898465,-81.27962434,2.65568276,21643434.26103034,-36570.81076112,-229.70204571,45.68204182
570,0.23698459,0.23740108,95832356.64885928,-59870.27837785,-81.27961992,2.62529219,-11154966.57173969,-9527.78586188,-248.90179441,45.58159238
571,0.23740108,0.23781758,-95832353.76477034,59870.27553577,-81.27962110,2.58797795,45419525.89525696,-23465.68661790,-262.64334896,45.47546782
572,0.23781758,0.23823407,95832352.99197242,-59870.27477423,-81.27962079,2.55758738,-60551977.05169334,33285.07460066,-258.55364134,45.36528961
573,0.23823407,0.23865056,-95832352.78490710,59870.27457018,-81.27962087,2.52027315,58763355.01755955,-42373.37236106,-262.33885491,45.25900290
574,0.23865056,0.23906706,95832352.72941296,-59870.27451550,-81.27962085,2.48988257,-53308736.12622712,31050.22824397,-267.05486662,45.14663572
575,0.23906706,0.23948355,-95832352.71455003,59870.27450085,-81.27962085,2.45256834,27668109.12779915,-35557.93851101,-268.93229696,45.03694395
576,0.23948355,0.23990004,95832352.71056254,-59870.27449692,-81.27962085,2.42217777,-12477512.64708820,-987.20657290,-284.15309875,44.92076634
