segmento,t_inicio,t_fin,a_x,b_x,c_x,d_x,a_y,b_y,c_y,d_y
1725,0.71803415,0.71845065,7068694.58675621,-462.78151645,-240.09114496,17.85525876,136113799.93539974,-70867.63856484,173.69840624,22.98289866
1726,0.71845065,0.71886714,-3438608.96951502,8369.40663860,-236.79808993,17.75569287,-174183704.65841976,99203.74827657,185.50020121,23.05278359
1727,0.71886714,0.71928363,-14516106.65311251,4072.93562296,-231.61593989,17.65827147,185821351.08681881,-118435.19965150,177.49043387,23.13466732
1728,0.71928363,0.71970012,40301187.63700394,-14064.64037010,-235.77741625,17.56146279,-188691258.60987505,113744.74756236,175.53689281,23.20147147
1729,0.71970012,0.72011662,-38135182.41820905,36290.86271652,-226.52034738,17.46373504,182922468.80577472,-122021.08993430,172.08985309,23.28067980
1730,0.72011662,0.72053311,33368667.68187114,-11358.26150448,-216.13609032,17.37293094,-173809722.46845493,106536.76363394,165.64073760,23.34440318
1731,0.72053311,0.72094960,-44455053.24243768,30335.20082189,-208.23232550,17.28335228,202601725.67630520,-110634.90125793,163.93389144,23.41931463
1732,0.72094960,0.72136610,65580670.93437868,-25210.47170094,-206.09791104,17.19867531,-267408286.09256274,142511.77805441,177.21039156,23.48303801
1733,0.72136610,0.72178259,-106769947.26596126,56731.22459358,-192.96973408,17.11320182,305954071.97028494,-191609.36241944,156.76158508,23.56224633
1734,0.72178259,0.72219908,89267390.52213281,-76675.62330225,-201.27643908,17.03495835,-255061318.38380679,190673.94283291,156.37198925,23.61640309
1735,0.72219908,0.72261558,-75596387.75990728,34862.14078205,-218.69146720,16.94427680,229520373.99556381,-128019.91603900,182.46696084,23.69617893
1736,0.72261558,0.72303207,134247286.16362685,-59593.98719785,-228.99211127,16.85377906,-305052830.38844961,158761.05938237,195.27043579,23.76655029
1737,0.72303207,0.72344856,-212059025.06640393,108145.22916649,-208.77085264,16.75776691,407170506.96440381,-222396.16309374,168.76685240,23.85337948
1738,0.72344856,0.72386506,271294229.02054185,-156818.15075822,-229.04279000,16.67425410,-484257486.77004117,286354.99096426,195.40526467,23.91450852
1739,0.72386506,0.72428155,-342223618.48558217,182158.39528995,-218.48875229,16.57125701,573783641.29842937,-318714.75510411,181.92764529,24.01058003
1740,0.72428155,0.72469804,437798736.88904899,-245442.96058543,-244.84633884,16.48713149,-684233766.20228648,398216.07533960,215.03939883,24.07251980
1741,0.72469804,0.72511454,-562593559.12623441,301577.53531928,-221.46667423,16.37420845,789634078.73088515,-456719.90908645,190.67295412,24.18172513
1742,0.72511454,0.72553103,401380500.43000674,-401371.51814960,-263.03018228,16.29363667,-528486310.28315490,529911.59286805,221.15678743,24.23896267
1743,0.72553103,0.72594752,-321217538.56296998,100145.14211282,-388.48889783,16.14346067,436686799.88475949,-130421.15634042,387.54180889,24.38481300
1744,0.72594752,0.72636401,276268728.69045043,-301209.54996921,-472.23084196,15.97582234,-358690394.07402420,415209.99720158,506.15440400,24.55514738
1745,0.72636401,0.72678051,-169003785.80623183,43982.53086010,-579.36412772,15.74685142,229398811.39731228,-32966.25528565,665.35629568,24.81206772
1746,0.72678051,0.72719700,190272156.84206393,-167184.21525349,-630.67678261,15.50096962,-248068001.42941934,253662.83017539,757.27490246,25.10003902
1747,0.72719700,0.72761349,-158719069.57644477,70556.92199192,-670.92138622,15.22304292,211895239.83754164,-56293.02333909,839.47807066,25.44151850
1748,0.72761349,0.72802999,235129863.77206978,-127759.28322647,-694.74577657,14.94438096,-311119201.70464933,208465.71031882,902.85694903,25.79669932
1749,0.72802999,0.72844648,-166946795.12144771,166030.63402310,-678.80602197,14.64984973,219019414.23145401,-180271.31805019,914.59971966,26.18641723
1750,0.72844648,0.72886297,214702319.84437081,-42565.94463760,-627.38382731,14.38387094,-287786245.93958515,93388.92463802,878.41379987,26.55189432
1751,0.72886297,0.72927947,-209308425.03932345,225700.17761693,-551.10967779,14.13069785,271176455.08618981,-266194.05654431,806.44164997,26.91315561
1752,0.72927947,0.72969596,266340334.84482470,-35826.38428144,-472.02854771,13.92519385,-359279243.95958710,72635.33340096,725.82577194,27.22244911
1753,0.72969596,0.73011245,-332791307.06802934,296960.37312559,-363.26803590,13.74162498,428684887.15432888,-376276.67487831,599.36123988,27.51139329
1754,0.73011245,0.73052895,415200272.40712589,-118855.50409396,-289.08858191,13.61779564,-551997544.14804626,159356.25367773,509.01537516,27.72672318
1755,0.73052895,0.73094544,-599514287.18750405,399928.67633979,-172.02353724,13.50677201,748045126.15942371,-530353.29752769,354.49765594,27.92648706
1756,0.73094544,0.73136193,503815963.73468006,-349152.06566878,-150.87542784,13.46118615,-561696003.65818048,404313.66560365,302.00301540,28.03617883
1757,0.73136193,0.73177843,-386187831.56634510,280355.59414134,-179.52868546,13.37418088,390050051.34695697,-297513.91081225,346.48437933,28.19151470
1758,0.73177843,0.73219492,310743719.32209724,-202178.13959422,-146.96831288,13.32013958,-285935971.39041704,189845.58691407,301.64126234,28.31239454
1759,0.73219492,0.73261141,-266527598.94711959,186089.73127888,-153.66902439,13.24630764,226281128.29438725,-167425.51436509,310.97906848,28.45029972
1760,0.73261141,0.73302791,242281956.20926419,-146931.00876334,-137.35968556,13.19532990,-193891912.97007549,115308.09033428,289.27251953,28.56712591
1761,0.73302791,0.73344440,-203932762.23454237,155795.30053596,-133.66776896,13.13013722,143066524.55663830,-126955.85756664,284.42130452,28.69359979
1762,0.73344440,0.73386089,173158203.53663060,-99014.48151471,-110.01894804,13.08675712,-102324130.66792879,51802.81534879,253.12057890,28.80037294
1763,0.73386089,0.73427738,-188481885.01798230,117343.12390383,-102.38519444,13.03626956,122594197.35386732,-76049.07636458,243.02217781,28.90738930
1764,0.73427738,0.73469388,171997708.16547850,-118161.10560636,-102.72587820,13.00036456,-100781057.22497332,77129.84577686,243.47231084,29.00427153
1765,0.73469388,0.73511037,-150102493.51868144,96746.48477117,-111.64492061,12.94950937,71809258.56475158,-48794.00748216,255.27399277,29.11177433
1766,0.73511037,0.73552686,132434468.60410357,-90803.48630590,-109.16970259,12.90894776,-48430949.73993284,40930.18064539,251.99876293,29.21481812
1767,0.73552686,0.73594336,-104859431.53705497,74670.65189165,-115.88891726,12.85729604,11943380.43701332,-19583.29258235,260.88959511,29.32337487
1768,0.73594336,0.73635985,112300030.48128095,-56349.04598889,-108.25809431,12.81440611,-21785665.87663539,-4660.28495593,250.79231167,29.42949942
1769,0.73635985,0.73677634,-135714506.61366329,83967.52687399,-96.75518682,12.76765610,52756189.19971978,-31881.02532656,235.57310705,29.53157033
1770,0.73677634,0.73719284,126099459.49015713,-85604.95119390,-97.43716279,12.73211873,-39992516.69324598,34036.74543528,236.47094966,29.62796613
1771,0.73719284,0.73760933,-102388121.16404475,71953.72372092,-103.12280522,12.68579761,8464264.54995557,-15933.07967082,244.01100205,29.72946953
1772,0.73760933,0.73802582,100269058.92557803,-55978.12279809,-96.46907723,12.64793194,-5086088.44123709,-5357.15561840,235.14376536,29.82894610
1773,0.73802582,0.73844232,-98542669.94223599,69305.99914141,-90.91810832,12.60528710,658542.28057777,-11712.11826884,228.03453008,29.92558512
1774,0.73844232,0.73885881,110717654.60292244,-53821.03535535,-84.46872732,12.57232313,-8769627.61543921,-10889.28326604,218.62120167,30.01857585
1775,0.73885881,0.73927530,-144182503.87342238,84518.39147046,-71.68348945,12.53580543,23198421.24652023,-21846.75217329,204.98686787,30.10710757
1776,0.73927530,0.73969180,153073085.22989318,-95634.67459379,-76.31334498,12.51019402,-11084002.29629804,7139.19690608,198.86127218,30.19036954
1777,0.73969180,0.74010829,-144145600.45371747,95626.98958345,-76.31654573,12.47287978,6549576.92357935,-6710.03545081,199.04001497,30.27363151
1778,0.74010829,0.74052478,110570040.92400455,-84479.96641870,-71.67388719,12.44726837,46604202.74166191,1473.52588644,196.85904472,30.35583954
1779,0.74052478,0.74094127,-97989118.64624432,53675.02015857,-84.50393561,12.41075067,-54941360.59617597,59704.51640080,222.33927891,30.44145263
1780,0.74094127,0.74135777,98202467.42057838,-68760.36340609,-90.78687741,12.37778670,51968532.75075878,-8943.58097051,243.48085968,30.54044276
1781,0.74135777,0.74177426,-94675306.44003844,53941.59505362,-96.95879259,12.33514186,-26129290.04722121,55990.02929699,263.07538210,30.64405406
1782,0.74177426,0.74219075,97314792.09908226,-64353.24847830,-101.29517469,12.29727618,7662439.70007537,23342.02007514,296.11663548,30.76144776
1783,0.74219075,0.74260725,-94438417.36018567,57239.57796787,-104.25796957,12.25095507,-49406656.49088518,32916.08050839,319.54774776,30.88938096
1784,0.74260725,0.74302374,97254911.10100561,-60759.27754257,-105.72390026,12.21063854,57549932.43707442,-28816.51818910,321.25518730,31.02461072
1785,0.74302374,0.74344023,-94435782.44730031,60758.72883101,-105.72412879,12.16309200,-65211139.83309414,43090.93591802,327.20038419,31.15757044
1786,0.74344023,0.74385673,97304252.44758902,-57236.83441011,-104.25728397,12.12277547,59658826.13429073,-38389.03888385,329.15869199,31.29661064
1787,0.74385673,0.74427322,-94635782.74700011,64342.82295881,-101.29768857,12.07645435,-69063778.21316256,36153.43442014,328.22757809,31.43135397
1788,0.74427322,0.74468971,98054912.29996742,-53902.63653348,-96.94942267,12.03858868,61738939.02233911,-50140.33261005,322.40213112,31.56934022
1789,0.74468971,0.74510621,-97438421.85686268,68614.95484507,-90.82184320,11.99594384,-84753138.31994742,27001.19886309,312.76484093,31.69938131
1790,0.74510621,0.74552270,108514808.88708889,-53132.34443464,-84.37344236,11.96297987,111194719.62726386,-78896.10016225,291.15097116,31.82820631
1791,0.74552270,0.74593919,-136475369.09543711,82454.67208401,-72.16089440,11.92646216,-106418779.46998148,60039.40957611,283.29728912,31.94381641
1792,0.74593919,0.74635569,124447391.83365230,-88068.48796861,-74.49901014,11.90085075,145035039.54243186,-72928.66139846,277.92900431,32.06453411
1793,0.74635569,0.74677218,-103499727.23354317,67425.96246907,-83.09648015,11.86353652,-135952815.97256595,108289.63040795,292.65660490,32.17811738
1794,0.74677218,0.74718867,97886811.68213138,-61894.81291645,-80.79279437,11.83314595,145169263.62908491,-61580.61029081,312.11059079,32.30896921
1795,0.74718867,0.74760516,-96382814.07675719,60412.74020575,-81.41006747,11.79583171,-191117277.82459411,119805.39174470,336.36081214,32.43876708
1796,0.74760516,0.74802166,95979739.20662294,-60015.59891557,-81.24466085,11.76544114,190636754.77223095,-118991.70674501,336.69970635,32.58583351
1797,0.74802166,0.74843815,-95871437.33138686,59909.10646547,-81.28901423,11.72812691,-168576206.31658977,119204.98809744,336.78853656,32.71919859
1798,0.74843815,0.74885464,95841304.70057680,-59880.27795526,-81.27700735,11.69773633,196396468.97150841,-91427.50625899,348.35766686,32.86796755
1799,0.74885464,0.74927114,-95829076.05277079,59871.45636450,-81.28068148,11.66042210,-236599228.48994842,153965.83273082,374.40445006,33.01138569
1800,0.74927114,0.74968763,95810294.09240262,-59864.99851190,-81.27799183,11.63003152,276451164.35163593,-141660.02544064,379.52973423,33.17693676
1801,0.74968763,0.75010412,-95747394.89876394,59847.98869227,-81.28507631,11.59271729,-339548413.60874259,203760.00498624,405.39394895,33.33040795
1802,0.75010412,0.75052062,95514580.08440274,-59786.40726620,-81.25942806,11.56232672,410693983.40170836,-220498.73754865,398.42238187,33.51006572
1803,0.75052062,0.75093711,-94646220.02057317,59557.09138153,-81.35493655,11.52501248,-475077356.23368007,292654.92767633,428.47493919,33.66742842
1804,0.75093711,0.75135360,91405594.57961582,-58701.40926892,-80.99855084,11.49462191,686152681.02458715,-300944.43454820,425.02241655,33.86232791
1805,0.75135360,0.75177010,-79311452.87961574,55507.99670312,-82.32858522,11.45730768,-1325801270.67543077,556389.19438718,531.41340357,34.03671594
1806,0.75177010,0.75218659,34175511.52057256,-43590.02855255,-77.36483339,11.42691710,1744336386.45116520,-1100172.16005948,304.93153532,34.25877489
1807,0.75218659,0.75260308,1974581.04177302,-888.43148394,-95.88980633,11.38960287,-901463457.76396954,1079340.19285750,296.25516414,34.32095788
1808,0.75260308,0.75301958,8810599.37944596,1578.76681898,-95.60228641,11.34965397,523909050.01187396,-47019.81267822,726.20950824,34.56644693
1809,0.75301958,0.75343607,5186717.32927856,12587.42910067,-89.70216316,11.31074668,-449062025.83368301,607593.74418795,959.68469837,34.89860301
1810,0.75343607,0.75385256,4365488.01461675,19068.12547211,-76.51784222,11.27594457,305041707.57085472,46500.00095551,1232.11024820,35.37125861
1811,0.75385256,0.75426905,2793548.14572294,24522.71274569,-58.36255767,11.24769850,-391816518.06436437,427643.32570045,1429.58768537,35.91452879
1812,0.75426905,0.75468555,1421797.75803042,28013.19356084,-36.48171373,11.22784659,207398952.84575847,-61923.33577108,1581.90754790,36.55581623
1813,0.75468555,0.75510204,-0.00003817,29789.70054713,-12.40720556,11.21761428,-390648796.19395334,197217.37998790,1638.25658756,37.21891230
1814,0.75510204,0.75551853,-1421797.75787768,29789.70054708,12.40720556,11.21761428,300370820.08941758,-290890.23708078,1599.24248631,37.90722208
1815,0.75551853,0.75593503,-2793548.14616771,28013.19356098,36.48171373,11.22784659,-431546197.77624249,84416.91005303,1513.24776452,38.54453695
1816,0.75593503,0.75635152,-4365488.01314066,24522.71274528,58.36255767,11.24769850,370988559.16922373,-454791.16713499,1358.98943171,39.15825957
1817,0.75635152,0.75676801,-5186717.33468153,19068.12547355,76.51784222,11.27594457,-490208537.48064333,8751.38909479,1173.21692940,39.67218132
1818,0.75676801,0.75718451,-8810599.35930886,12587.42909535,89.70216316,11.31074668,481156753.62691563,-603754.07214718,925.40240085,40.12691978
1819,0.75718451,0.75760100,-1974581.11706553,1578.76683882,95.60228642,11.34965397,-827332787.87187660,-2558.62821515,672.87732781,40.44237483
1820,0.75760100,0.75801749,-34175511.23924229,-888.43155818,95.88980632,11.38960287,1688065229.31777430,-1036293.89002928,240.20239310,40.66240696
1821,0.75801749,0.75843399,79311451.82943934,-43590.02827527,77.36483346,11.42691710,-1312872339.32922149,1072908.81215877,255.45225654,40.70464599
1822,0.75843399,0.75885048,-91405590.66024157,55507.99566823,82.32858497,11.45730768,724372753.57638359,-567498.10911895,465.95234111,40.90230197
1823,0.75885048,0.75926697,94646205.39337716,-58701.40540663,80.99855176,11.49462191,-435532268.88509721,337590.71250922,370.19749037,41.05026019
1824,0.75926697,0.75968347,-95514525.49509162,59557.07696741,81.35493309,11.52501248,259179749.19142202,-206597.87835084,424.75510560,41.23153942
1825,0.75968347,0.76009996,95747191.16883869,-59786.35347211,81.25944100,11.56232672,-231997833.73591623,117241.87490793,387.53894423,41.39133431
1826,0.76009996,0.76051645,-95809533.76201357,59847.78793002,81.28502803,11.59271729,206483852.05213636,-172634.63538269,364.46824016,41.55631787
1827,0.76051645,0.76093294,95826238.46101549,-59864.24925700,81.27817200,11.63003152,-202305586.45969442,85362.68080074,328.12007082,41.69308802
1828,0.76093294,0.76134944,-95830714.66384770,59868.66010704,81.28000909,11.66042210,239160373.10969445,-167413.97866577,293.94626913,41.82993925
1829,0.76134944,0.76176593,95831914.77610150,-59869.84218016,81.27951676,11.69773633,-179792702.93385133,131411.97690654,278.95168281,41.94060389
1830,0.76176593,0.76218242,-95832239.02220976,59870.15962255,81.27964898,11.72812691,138875411.81759277,-93235.29872927,294.85200691,42.06659134
1831,0.76218242,0.76259892,95832335.89451467,-59870.24731899,81.27961245,11.76544114,-110880436.68227153,80286.66522441,289.45899004,42.18325539
1832,0.76259892,0.76301541,-95832399.13767140,59870.28066247,81.27962634,11.79583171,73482468.05996357,-58256.15445353,298.63454638,42.30972927
1833,0.76301541,0.76343190,95832555.23807071,-59870.32634004,81.27960731,11.83314595,-67467502.13191593,33558.67444272,288.34821568,42.42931194
1834,0.76343190,0.76384840,-95833116.39633682,59870.47570670,81.27966952,11.86353652,63973286.64100260,-50740.57853344,281.19207070,42.55035393
1835,0.76384840,0.76426489,95835204.92892908,-59871.02749572,81.27943971,11.90085075,-61622164.07284912,29192.72422500,272.21753747,42.66328862
1836,0.76426489,0.76468138,-95842997.90103097,59873.08528512,81.28029676,11.93124133,61322662.75840629,-47802.89935624,264.46652741,42.77727726
1837,0.76468138,0.76509788,95872081.25689590,-59880.76465370,81.27709836,11.96855556,-45643459.66691999,28818.50350725,256.55965701,42.88356397
1838,0.76509788,0.76551437,-95980621.70830277,59909.42433868,81.28903492,11.99894613,11280015.95150153,-28212.05834230,256.81223725,42.99212072
1839,0.76551437,0.76593086,96385700.15823987,-60016.38371002,81.24448708,12.03626037,-21919698.00787739,-14117.91096433,239.18209593,43.09500236
1840,0.76593086,0.76634736,-97897473.50655255,60415.56151058,81.41074189,12.06665094,53955682.21054467,-41506.12171969,216.01506857,43.19058742
1841,0.76634736,0.76676385,103539488.44986963,-61905.31334143,80.79027049,12.10396517,-44656456.60546842,25910.39082993,209.51955384,43.27725446
1842,0.76676385,0.76718034,-124595774.87472527,67465.14286416,83.10590128,12.13435575,25920531.18787397,-29886.93104279,207.86335216,43.36578618
1843,0.76718034,0.76759683,137029140.04399168,-88214.70912426,74.46384952,12.17166998,13914386.92800788,2500.23828817,196.45698284,43.44904815
1844,0.76759683,0.76801333,-110581509.64043523,83000.37631181,72.29211574,12.19728139,-8638023.82547824,19885.97789001,205.78068803,43.53231012
1845,0.76801333,0.76842982,105151453.92164350,-55168.94019020,83.88371762,12.23379910,9416161.43899622,9092.94520511,217.85021036,43.62084184
1846,0.76842982,0.76884631,-126840339.80567124,76215.63363943,92.64952081,12.26676307,-40248168.86482303,20858.24479570,230.32467516,43.71383257
1847,0.76884631,0.76926281,135914695.11828735,-82268.75595533,90.12843696,12.30940790,52826900.99758597,-29431.01242816,226.75417636,43.81047159
1848,0.76926281,0.76967930,-112359904.18451656,87553.85352187,92.32964378,12.34249442,-21812860.89816541,36575.11126727,229.72964443,43.90362447
1849,0.76967930,0.77009579,104898737.84603065,-52837.53029885,106.78875383,12.38801901,11981448.72679088,9320.39127789,248.84480584,44.00407392
1850,0.77009579,0.77051229,-132531820.13691974,78231.28000440,117.36507607,12.43090893,-48556027.87802476,24290.96444756,262.84370452,44.11019848
1851,0.77051229,0.77092878,150452593.34094602,-87364.49692637,113.56115399,12.48378608,72271502.82753800,-36378.79133506,257.80920769,44.22037669
1852,0.77092878,0.77134527,-173300755.92169556,100622.91666082,119.08319469,12.52679854,-102504956.13817354,53922.96146903,265.11623398,44.32666339
1853,0.77134527,0.77176177,193343976.22051316,-115912.80502394,112.71506126,12.58133002,129027548.74383157,-74154.86794144,256.68978397,44.43903057
1854,0.77176177,0.77217826,-191303520.59041345,125666.50720495,116.77741119,12.62213671,-126333637.31443813,87062.39412916,262.06567993,44.54239865
1855,0.77217826,0.77259475,205502173.66041163,-113363.29778100,121.90161337,12.67875141,145143133.66420716,-70788.88114919,268.84348625,44.65752231
1856,0.77259475,0.77301125,-238895024.03696758,143407.43149060,134.41478859,12.72470490,-189410389.68951702,110564.47203386,285.40974651,44.76770052
1857,0.77301125,0.77342774,300598746.06425697,-155086.97588588,129.55033861,12.78830453,271363398.28625339,-126099.90492098,278.93934547,44.89206650
1858,0.77342774,0.77384423,-337621408.89842498,220504.96005448,156.79647946,12.83707650,-321500000.41036034,212963.06669868,315.11725542,45.00597407
1859,0.77384423,0.77426072,384996937.98997056,-201346.02982279,164.77604224,12.91623904,388474284.41141510,-188744.55563831,325.20409884,45.15093259
1860,0.77426072,0.77467722,-480655439.03078187,279699.70694104,197.40981030,12.97775545,-531050453.83023149,296646.05378871,370.14433131,45.28170334
1861,0.77467722,0.77509371,565732108.35734320,-320869.35473842,180.26293492,13.07376760,703345212.93721151,-366890.53991839,340.88798556,45.44895695
1862,0.77509371,0.77551020,-432987391.21062022,386001.25128910,207.38992223,13.13405858,-575533109.18448913,511924.80319352,401.29375952,45.57810624
1863,0.77551020,0.77592670,371572195.52582002,-155007.56738308,303.59720416,13.25611105,479998994.43445039,-207191.95130607,528.21289817,45.79246325
1864,0.77592670,0.77634319,-282402199.63112026,309264.23044166,367.84404425,13.38251378,-380531986.88298577,392556.89638365,605.41612394,46.01119821
1865,0.77634319,0.77675968,226294256.55111775,-43591.49587795,478.49491246,13.56896240,293651772.56910592,-82909.97602326,734.38193833,46.30395282
1866,0.77675968,0.77717618,-275064520.28358603,239158.51230754,559.94723084,13.77703980,-367656319.88393116,284001.85975656,818.13532598,46.61665138
1867,0.77717618,0.77759267,250629495.01503107,-104528.93494393,616.01952462,14.03186721,329746713.41416818,-175377.13218506,863.37677853,46.98010165
1868,0.77759267,0.77800916,-275430061.59987891,208627.45199698,659.37584159,14.28841022,-364443629.09995800,236634.58803257,888.89008792,47.33309349
1869,0.77800916,0.77842566,210794943.46063045,-135516.73159306,689.82595421,14.57932644,280801009.43301666,-218730.21300863,896.34713707,47.71802810
1870,0.77842566,0.77884215,-253962362.66405377,127867.20442607,686.63997872,14.85835603,-332341625.12240255,132124.85916925,860.27660236,48.07369536
1871,0.77884215,0.77925864,222427725.68171519,-189453.53193053,660.98969654,15.14816937,300088310.52840328,-283129.14973006,797.38435307,48.43090300
1872,0.77925864,0.77967514,-321961190.48583698,88465.32564756,618.92880263,15.40667306,-419149739.61413234,91825.00753150,717.70749251,48.73557534
1873,0.77967514,0.78009163,358971462.75197166,-313818.54418065,525.07073577,15.65653750,486641976.02542311,-431893.95075357,576.07111466,49.02014157
1874,0.78009163,0.78050812,-410871382.68247616,134708.89782516,450.47279892,15.84672367,-541044188.94703281,176155.16547980,469.55766806,49.22031081
1875,0.78050812,0.78092461,528880207.23590833,-378666.42414380,348.86616572,16.02802550,745024229.50748813,-499868.39422080,334.73333290,49.40734623
1876,0.78092461,0.78134111,-457132713.20669156,282158.49118639,308.67127486,16.14585025,-709812346.47986639,431024.02082399,306.06012448,49.51387615
1877,0.78134111,0.78175760,410869179.75729859,-289019.40953003,305.81374952,16.29032802,664600076.95978320,-455871.87232040,295.71116509,49.66483408
1878,0.78175760,0.78217409,-317916314.01531738,224353.15992933,278.88070096,16.39724647,-545894594.54957104,374532.22217332,261.83375978,49.75693301
1879,0.78217409,0.78259059,221348342.29657152,-172876.72013969,300.32028438,16.52934743,419266701.65828741,-307551.81932953,289.73063727,49.89151419
1880,0.78259059,0.78300708,-167186165.97847742,103693.47015174,271.50593619,16.64043233,-347908236.05681914,216313.28061837,251.73041290,49.98912608
1881,0.78300708,0.78342357,155658893.90099734,-105202.19745986,270.87756164,16.75942123,332738067.30403376,-218390.88771586,250.86510382,50.10635764
1882,0.78342357,0.78384007,-159471612.32022029,89290.38134190,264.25039957,16.86523680,-337805084.42720652,197358.46751618,242.10524535,50.19699726
1883,0.78384007,0.78425656,149782579.61007383,-109966.11052011,255.63910046,16.97926272,324990669.85423726,-224722.02114756,230.70851330,50.30766191
1884,0.78425656,0.78467305,-126719430.45917235,77184.13472364,241.98563282,17.07748065,-294475552.38821489,181347.12069448,212.64316534,50.38824847
1885,0.78467305,0.78508955,99280671.22140150,-81149.18113539,240.33421824,17.18249969,258169552.17103100,-186594.01098593,210.45787160,50.48699538
1886,0.78508955,0.78550604,-78738549.00782135,42899.97074475,224.40368496,17.27569336,-230988734.85688180,135983.52192249,189.37895070,50.56093396
1887,0.78550604,0.78592253,90158584.97764251,-55482.22293431,219.16326339,17.37090899,246099531.90575215,-152632.14012270,182.44491563,50.64670920
1888,0.78592253,0.78633903,-81750346.30627452,57169.07024892,219.86582371,17.45907842,-234973924.39277089,154864.15130474,183.37453295,50.71399979
1889,0.78633903,0.78675552,62139573.18479346,-44976.30206213,224.94402787,17.55466168,209025338.09600157,-138730.92290531,190.09391171,50.80026146
1890,0.78675552,0.78717201,-79456332.90169214,32665.81353737,219.81679400,17.64503687,-231938533.84732792,122441.92769362,183.30965715,50.87047068
1891,0.78717201,0.78758850,89463270.53721616,-66613.23631898,205.67792570,17.73651495,245179516.65888649,-167360.48860876,164.60138521,50.95130046
1892,0.78758850,0.78800500,-61289826.29548043,45169.27580583,196.74666351,17.81708673,-207900970.54691717,138986.26273513,152.78371513,51.00853800
1893,0.78800500,0.78842149,55623312.34659167,-31411.09857420,202.47684978,17.90243768,200403150.98300567,-120781.71379164,160.36578466,51.08126048
1894,0.78842149,0.78883798,-65371070.38141197,38089.08344987,205.25818459,17.98533777,-213301192.30594519,129617.89176815,164.04599206,51.14157880
1895,0.78883798,0.78925448,48119220.47127727,-43590.72127491,202.96679024,18.07271067,190473884.53923583,-136897.55051327,161.01406422,51.21697669
1896,0.78925448,0.78967097,-31273458.79426769,16533.25265838,191.69754051,18.15315992,-168183904.77193248,101095.64133085,146.10281508,51.27405208
1897,0.78967097,0.79008746,43051657.99451890,-22542.28935861,189.19481802,18.23360916,183768586.09156138,-109046.68033338,142.79126198,51.34028872
1898,0.79008746,0.79050396,-45100820.47454843,31249.86973491,192.82146540,18.31160754,-186479998.51579440,120568.37933955,147.58997043,51.39412119
1899,0.79050396,0.79092045,45759640.78341496,-25102.67563104,195.38172950,18.39407874,187351740.36045104,-112434.53425787,150.97766101,51.46303324
1900,0.79092045,0.79133694,-33624650.77219389,32073.05212833,198.28484341,18.47440544,-171294974.91307664,121657.60280226,154.81900568,51.51994649
1901,0.79133694,0.79175344,5627718.36285710,-9940.25579194,207.50300099,18.56012401,134250038.61480856,-92371.93686423,167.01628429,51.59315541
1902,0.79175344,0.79216993,-5847701.03449809,-2908.53772090,202.15156679,18.64522987,-134541312.69557464,75370.71863116,159.93539373,51.65639235
1903,0.79216993,0.79258642,801607.41899723,-10215.11960490,196.68565370,18.72849760,127865157.57868950,-92735.87782308,152.70292426,51.72635835
1904,0.79258642,0.79300292,-14320206.99689040,-9213.52766113,188.59375563,18.80870175,-145755450.76888615,67029.00045101,141.99618650,51.78310945
1905,0.79300292,0.79341941,39517742.21309879,-27106.33107249,173.46678406,18.88461692,179106590.90904626,-115089.43033061,121.97934773,51.84334669
1906,0.79341941,0.79383590,-30956930.79097696,22270.27310881,171.45259915,18.95501766,-167817377.91995010,108700.56247536,119.31842817,51.88712611
1907,0.79383590,0.79425239,9679476.18640799,-16409.77369375,173.89345689,19.02805307,139806347.02822050,-100983.79144378,122.53241028,51.94355292
1908,0.79425239,0.79466889,-16241713.13261031,-4315.46775488,165.26153625,19.09833128,-149022596.40797302,73701.35686304,111.16946376,51.98717020
1909,0.79466889,0.79508538,46806637.16627491,-24609.15346826,153.21463028,19.16523956,191455530.94978520,-112499.30503781,95.01038497,52.03548971
1910,0.79508538,0.79550187,-49710265.28981187,33874.77468619,157.07369785,19.22816520,-202724445.50875881,126720.43375827,100.93338736,52.06937822
1911,0.79550187,0.79591837,19734892.81892319,-28237.17694621,159.42171856,19.29587001,190779158.18775126,-126579.58145462,100.99205137,52.11875168
1912,0.79591837,0.79633486,25895498.66990349,-3578.83523161,146.17056813,19.35879565,-146317105.36013174,111795.04351967,94.83439292,52.15264019
1913,0.79633486,0.79675135,-10523056.43371381,28777.05648422,156.66545412,19.42092477,129660755.59928282,-71025.16309441,111.81476795,52.20095970
1914,0.79675135,0.79716785,-764751.29061117,15628.71441794,175.16015254,19.49040644,-129940503.25233440,90983.27788763,120.12718560,52.24457698
1915,0.79716785,0.79758434,-3379416.75965118,14673.17344675,187.78068060,19.56601525,125272749.75636448,-71374.70201950,128.29402270,52.30100379
1916,0.79758434,0.79800083,-2679060.02610091,10450.66187701,198.24458535,19.64652576,-128765081.98836195,85151.01612673,134.03176285,52.35110690
1917,0.79800083,0.79841733,-2865821.49175452,7103.23160699,205.55566136,19.73071255,124959070.54339351,-75738.29914403,137.95209479,52.41239809
1918,0.79841733,0.79883382,-2819132.36212037,3522.44673600,209.98118337,19.81735020,-128685786.40033361,80395.48329253,139.89177998,52.46574412
1919,0.79883382,0.79925031,-2819127.41588148,-0.00103008,211.44825780,19.90521327,124955567.40371440,-80394.75377573,139.89208382,52.52865677
